NPI,TITLE,FAB_PROD,RET_PROD,PRODUCT,LOT,EXEC_SEQ,OPERATION,OPER_SHORT_DESC,OPER_LONG_DESC,OUT_DATE,LOT_PRIORITY_MOVEIN,AREA,MODULE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,114.0,192545,L 8PDR CH,L P1278 PDR CARBON HARDMASK DEP,2025-07-20 18:08:18,2.0,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,115.0,192546,L 8PDR SA,L P1278 PDR SiARC DEP,2025-07-20 18:23:00,2.0,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,116.0,213234,L 8b PDRaS,L P1278b PDR a SED (ZRO),2025-07-20 20:15:15,2.0,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,117.0,217261,L-8PDRbaW,L-P1278 ba  PDR DOCD MEAS,2025-07-20 20:15:15,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,118.0,196562,Z 8PDRcVRF,Z P1278 PDR CHM VRFY LOT ACCR,2025-07-20 20:15:15,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,119.0,204140,L-8PDRbaCD,L-P1278 PDR ba DCCD MEASURE,2025-07-20 20:22:10,2.0,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,120.0,213749,L-8b PDRaR,L-P1278b a PDR REG (ZRO),2025-07-20 20:29:43,2.0,LITHO,LI-REGfe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,121.0,202082,E*8UPDRTLE,E*P1278 PDR TRILAYER ETCH USAGE,2025-07-20 20:54:24,2.0,ETCH,DE-GTXte
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,122.0,192428,W*8PDRTRM,W*P1278 PDR TIN LINER ETCH,2025-07-20 21:36:18,2.0,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,123.0,217262,L-8PDRbaZ,L-P1278 ba  PDR FOCD MEAS,2025-07-20 21:36:18,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,124.0,217132,Z 8PDRFVRF,Z P1278 PDR FOCD VERIFY WFR,2025-07-20 21:36:18,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,125.0,204141,L-8PDRbaFC,L-P1278 PDR ba FCCD MEASURE,2025-07-20 21:43:57,2.0,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,126.0,210930,I*8PDRa,I*P1278 PDR a N-TYPE ON PMOS,2025-07-20 22:02:03,2.0,IMPLANT,IM-VIMhc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,127.0,195413,Z 8PDRIVRF,Z P1278 PDR IMPLANT VRFY LOT ACCR,2025-07-20 22:02:04,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,128.0,210931,I*8PDRda,I*P1278 PDR a DEEP N-TYPE ON PMOS,2025-07-20 22:19:20,2.0,IMPLANT,IM-VIMhc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,129.0,196563,Z 8PDRdVRF,Z P1278 PDRd IMPLANT VRFY LOT ACCR,2025-07-20 22:19:20,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,130.0,192006,E 8PDR ASH,E P1278 PDR CHM HIN ASH,2025-07-20 22:36:19,2.0,ETCH,DE-HINdl
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,131.0,195388,W*8PDR PRM,W*P1278 PDR POST CHM ASH TiN REM1,2025-07-20 22:59:28,2.0,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,132.0,195386,W 8PDRREM,W P1278 PDR POST CHM ASH TiN REM2,2025-07-20 23:28:39,2.0,WET ETCH,WE-KSTwa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,133.0,212472,D*8WLI ANL,D*P1278 WELL IMPLANT ANNEAL2,2025-07-20 23:46:47,2.0,DIFFUSION,DI-RVIox
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,134.0,192432,W 8POX REM,W P1278 IMPLANT OX PAD CLN,2025-07-21 00:27:45,2.0,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,135.0,205880,M-8PDRFC P,M-P1278 PDRFC API,2025-07-21 00:27:45,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,136.0,205881,M-8PDRFC S,M-P1278 PDRFC SCAN,2025-07-21 00:27:45,,METRO,DM-FDE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,137.0,205882,M-8PDRFC R,M-P1278 PDRFC REVIEW,2025-07-21 00:27:45,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,138.0,205883,M-8PDRFC C,M-P1278 PDRFC CLASS,2025-07-21 00:27:45,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,139.0,205884,M-8PDRFC V,M-P1278 PDRFC LOGIC BLOCK,2025-07-21 00:27:51,2.0,METRO,DM-LOGIC
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,140.0,189016,Z 8RNDIF30,Z P1278 RANDOMIZE IN FOUP 30,2025-07-21 00:31:11,2.0,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,141.0,192972,D 8SUBBSTG,D P1278 EDT SUB B STAGING,2025-07-21 00:31:39,2.0,DIFFUSION,TF-EDNts-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,142.0,198979,W*8TEDPRC4,W*P1278 TACOMA EPI DEP PRE CLEAN 4,2025-07-21 00:46:21,2.0,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,143.0,250914,D*8SUBEDA2,D*P1278 EDA SUB 2 DEP,2025-07-21 08:47:05,2.0,DIFFUSION,TF-EDAnp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,144.0,251250,A-8SUBNCD2,A-P1278 SUB WIWWTW NCD MEASUREMENT2,2025-07-21 08:59:36,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,145.0,211292,A-8SUBXRD4,A-P1278 SUB WIW WTW XRD MEASUREMEN4,2025-07-21 08:59:36,,ANALYTICAL,AN-XMZ
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,146.0,214155,M-8FTL S,M-P1278 FTL SCAN,2025-07-21 09:40:04,2.0,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,147.0,256934,M-8FTLOS,M-P1278 FTL OS SCAN,2025-07-21 09:40:04,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,148.0,146197,M-8SRC R,M-P1278 SRC REVIEW,2025-07-21 10:18:06,2.0,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,149.0,195424,M-8TACFC S,M-P1278 TACOMA ZRO SCAN,2025-07-21 10:18:06,,METRO,DM-FDM
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,150.0,195425,M-8TACFC R,M-P1278 TACOMA ZRO REVIEW,2025-07-21 10:18:06,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,151.0,195426,M-8TACFC C,M-P1278 TACOMA ZRO CLASS,2025-07-21 10:18:06,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,152.0,189007,Z 8RNDIF14,Z P1278 RANDOMIZE IN FOUP 14,2025-07-21 10:24:40,2.0,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,153.0,265387,D 8PADSTG,D P1278 ROX PadOX STAGING,2025-07-21 10:25:28,2.0,DIFFUSION,DI-ROXoo-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,154.0,265056,D*8DCBPAD2,D*P1278 ROX PadOx Dep2,2025-07-21 11:19:28,2.0,DIFFUSION,DI-ROXoo
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,155.0,201500,T*8FINSiN1,T*P1278 FIN ERIS SiN HM1,2025-07-21 17:28:12,2.0,THIN FILMS,TD-ACDtc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,156.0,201264,T*8NODoHM,T*P1278 No ODELL OXIDE HM,2025-07-21 18:03:51,2.0,THIN FILMS,TD-DVDnl
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,157.0,201501,T*8FINSiN2,T*P1278 FIN ERIS SiN HM2,2025-07-21 20:01:32,2.0,THIN FILMS,TD-ACDtc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,158.0,201095,E 8DCBVLE1,E P1278 DCB BEVEL ETCH1,2025-07-21 20:15:29,2.0,ETCH,DE-BETnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,159.0,144069,W 8DCBBSCB,W P1278 PRE DCB LITHO BEVEL SCRUB,2025-07-21 20:35:10,2.0,WET ETCH,WE-DRTnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,160.0,144070,W 8DCBLSCB,W P1278 PRE DCB LITHO SCRUB,2025-07-21 20:40:23,2.0,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,161.0,180288,D*8DCB aSi,D*P1278 DCB aSi DEP,2025-07-22 21:40:15,2.0,DIFFUSION,DI-VFPdi
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,162.0,192526,Z 8G15SUIT,Z P1278 GEN SUITCASE SPLIT 15,2025-07-22 21:44:43,2.0,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,163.0,241559,A-8DCBaSi,A-P1278  DCV aSi KCD,2025-07-22 22:04:01,2.0,ANALYTICAL,AN-KCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,164.0,144812,E 8DCBLASH,E P1278 PRE DCB LITHO ASH,2025-07-22 22:21:50,2.0,ETCH,DE-RCLde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,165.0,209698,M-8DPRWGT,M-P1278 WGT DPR SHAPE,2025-07-22 22:21:50,,METRO,DM-WGT
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,166.0,212142,M-8DPR IN,M-P1278 TC2 PRE DPR LITHO INSPECT,2025-07-22 22:21:50,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,167.0,243694,M-8DPR RE,M-P1278 TC2 PRE DPR LITHO REVIEW,2025-07-22 22:21:50,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,168.0,212143,M-8DPRDIS,M-P1278 TC2 PRE DPR LITHO ORL DISPO,2025-07-22 22:21:50,,METRO,DM-DEF-MET
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,169.0,199373,L 8DPR HC,L P1278 DPR HTCHM DEP,2025-07-22 22:34:43,2.0,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,170.0,199374,D*8DPRHCR,D*P1278 DPR HTCHM XTA CURE,2025-07-22 23:42:26,2.0,DIFFUSION,DI-XTAdi
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,171.0,224457,M-8DPR BC,M-P1278 DPR BARC DEFECT INSPECT,2025-07-22 23:42:26,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,172.0,224268,L-8DPR BC,L-P1278 DPR BARC DEFECT CLASSIFY,2025-07-22 23:42:26,,LITHO,LI-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,173.0,198611,T*8DPRCham,T*P1278 DPR Fin Chamomile,2025-07-23 00:04:41,2.0,THIN FILMS,TD-CDThc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,174.0,143900,Z 8DCBFVRF,Z P1278 DCB FCCD OCD VERIFY,2025-07-23 00:04:41,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,175.0,198724,W 8DPRLSCB,W P1278 PRE DPR LITHO SCRUB,2025-07-23 03:05:04,2.0,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,176.0,213666,L 8bDPRdSE,L P1278 DPRb d SED (ZRO),2025-07-23 04:50:02,2.0,LITHO,LI-SAYli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,177.0,198781,L-8DPRgDO,L-P1278 g DPR DOCD MEAS,2025-07-23 04:50:02,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,178.0,198777,Z 8DPR VRF,Z P1278 DPR VRFY WFR2LOT,2025-07-23 04:50:02,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,179.0,224458,M-8DPR DC,M-P1278 DPR DEFECT INSPECT,2025-07-23 04:50:02,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,180.0,213202,L-8DPRbbCD,L-P1278 DPR bb DCCD MEASURE,2025-07-23 04:57:01,2.0,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,181.0,213616,L-8bDPRdR,L-P1278b d DPR REG (ZRO),2025-07-23 05:01:13,2.0,LITHO,LI-REGfe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,182.0,266229,E 8RWKDPa,E P1278 DPR GTA RWK,2025-07-23 05:20:57,2.0,ETCH,DE-GTArk
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,183.0,198773,W 8DPRRW1,W P1278 DPR OXT CLEAN1,2025-07-23 06:09:20,2.0,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,184.0,198745,E 8RW2O2AS,E P1278 O2 RWK2 ASH RCL,2025-07-23 06:22:01,2.0,ETCH,DE-RCLde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,185.0,198774,W 8DPRRW2,W P1278 DPR ASH CLEAN2,2025-07-23 07:21:13,2.0,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,186.0,146372,W 8RWKBSCB,W P1278 RWK PRE LITHO BEVEL SCRUB,2025-07-23 07:27:16,2.0,WET ETCH,WE-DRTnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,187.0,146373,W 8RWK STR,W P1278 PRE FE STR RWK SULF CLN SCB,2025-07-23 10:22:27,2.0,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,188.0,199373,L 8DPR HC,L P1278 DPR HTCHM DEP,2025-07-23 10:40:17,2.0,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,189.0,199374,D*8DPRHCR,D*P1278 DPR HTCHM XTA CURE,2025-07-23 11:30:24,2.0,DIFFUSION,DI-XTAdi
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,190.0,224457,M-8DPR BC,M-P1278 DPR BARC DEFECT INSPECT,2025-07-23 11:30:24,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,191.0,224268,L-8DPR BC,L-P1278 DPR BARC DEFECT CLASSIFY,2025-07-23 11:30:24,,LITHO,LI-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,192.0,198611,T*8DPRCham,T*P1278 DPR Fin Chamomile,2025-07-23 12:09:55,2.0,THIN FILMS,TD-CDThc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,193.0,143900,Z 8DCBFVRF,Z P1278 DCB FCCD OCD VERIFY,2025-07-23 12:09:55,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,194.0,198724,W 8DPRLSCB,W P1278 PRE DPR LITHO SCRUB,2025-07-23 12:23:27,2.0,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,195.0,213666,L 8bDPRdSE,L P1278 DPRb d SED (ZRO),2025-07-23 12:44:02,2.0,LITHO,LI-SAYli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,196.0,198781,L-8DPRgDO,L-P1278 g DPR DOCD MEAS,2025-07-23 12:44:02,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,197.0,198777,Z 8DPR VRF,Z P1278 DPR VRFY WFR2LOT,2025-07-23 12:44:02,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,198.0,224458,M-8DPR DC,M-P1278 DPR DEFECT INSPECT,2025-07-23 12:44:02,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,199.0,213202,L-8DPRbbCD,L-P1278 DPR bb DCCD MEASURE,2025-07-23 12:51:22,2.0,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,200.0,213616,L-8bDPRdR,L-P1278b d DPR REG (ZRO),2025-07-23 12:56:01,2.0,LITHO,LI-REGfe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,201.0,224269,L-8DPR DC,L-P1278 DPR DEFECT CLASSIFY,2025-07-23 12:56:01,,LITHO,LI-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,202.0,236723,E*8STHM1a,E*P1278 SCISSORTAIL HM1 a ETCH,2025-07-23 13:26:45,2.0,ETCH,DE-PATxa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,203.0,239972,A-8DPRHM1c,A-P1278 DPR HM1 NMT c,2025-07-23 14:03:20,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,204.0,248962,A-8DHM1ADb,A-P1278 DPR HM1 All Die NMT b,2025-07-23 14:14:36,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,205.0,240454,E*8STHM2e,E*P1278 SCISSORTAIL HM2 e ETCH,2025-07-23 19:25:36,2.0,ETCH,DE-PATxe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,206.0,249454,W*8FNHMaCL,W*P1278 FIN HARD MASK CLEANA,2025-07-23 20:07:29,2.0,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,207.0,228293,A-8DPRHM2c,A-P1278 DPR HM2 NCD c,2025-07-23 20:21:56,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,208.0,214155,M-8FTL S,M-P1278 FTL SCAN,2025-07-23 20:21:56,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,209.0,256934,M-8FTLOS,M-P1278 FTL OS SCAN,2025-07-23 20:21:56,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,210.0,146197,M-8SRC R,M-P1278 SRC REVIEW,2025-07-23 20:21:56,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,211.0,228868,E*8RTFINa,E*P1278 RIBBONTAIL FIN a ETCH,2025-07-23 23:31:15,2.0,ETCH,DE-PATfn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,212.0,249455,W*8NODaCLN,W*P1278 No odell fin etch clean A,2025-07-24 00:03:38,2.0,WET ETCH,WE-NSTwp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,213.0,239976,A-8DPRNMTH,A-P1278 DPR NMT H,2025-07-24 04:05:33,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,214.0,249267,A-8DPRADb,A-P1278 DPR All Die NMT b,2025-07-24 04:33:30,2.0,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,215.0,217264,L-8DPRbbZ,L-P1278 bb  DPR FOCD MEAS,2025-07-24 04:33:30,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,216.0,217133,Z 8DPRFVRF,Z P1278 DPR FOCD VERIFY WFR,2025-07-24 04:33:31,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,217.0,224520,L-8DPRbdFC,L-P1278 DPR bd FCCD MEASURE,2025-07-24 04:45:59,2.0,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,218.0,206460,M-8DPRFC O,M-P1278 DPRFC OPTICAL SCAN,2025-07-24 04:45:59,,METRO,DM-MACRO
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,219.0,214155,M-8FTL S,M-P1278 FTL SCAN,2025-07-24 04:45:59,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,220.0,256934,M-8FTLOS,M-P1278 FTL OS SCAN,2025-07-24 04:45:59,,METRO,DM-FTL
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,221.0,146197,M-8SRC R,M-P1278 SRC REVIEW,2025-07-24 04:45:59,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,222.0,199976,M-8DPRFC P,M-P1278 DPRFC API,2025-07-24 04:45:59,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,223.0,199977,M-8DPRFC S,M-P1278 DPRFC SCAN,2025-07-24 05:48:47,2.0,METRO,DM-BPDPP
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,224.0,199978,M-8DPRFC R,M-P1278 DPRFC REVIEW,2025-07-24 06:01:31,2.0,METRO,DM-SRYtm
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,225.0,199979,M-8DPRFC C,M-P1278 DPRFC CLASS,2025-07-24 06:18:54,2.0,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,226.0,199980,M-8DPRFC V,M-P1278 DPRFC LOGIC BLOCK,2025-07-24 06:19:03,2.0,METRO,DM-LOGIC
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,227.0,201217,D*8DNULNR,D*P1278 SOBA DNU FIN LINER,2025-07-24 08:37:39,2.0,DIFFUSION,DI-ROXoo
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,228.0,201851,W 8JGRDCB2,W P1278 JGR DCB aSi REM2,2025-07-24 09:04:27,2.0,WET ETCH,WE-JGRwe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,229.0,145511,L 8FTR1HCH,L P1278 FTR1 HTCHM DEP,2025-07-24 09:18:22,2.0,LITHO,LI-TBEbc
